Amine_name,Tail_name,Lipid_name
Akinc_Michael_Amine_96,Akinc_Michael_N14,Akinc_Michael_Amine_96_N14
Akinc_Michael_Amine_98,Akinc_Michael_N14,Akinc_Michael_Amine_98_N14
Akinc_Michael_Amine_99,Akinc_Michael_N14,Akinc_Michael_Amine_99_N14
Akinc_Michael_Amine_100,Akinc_Michael_N14,Akinc_Michael_Amine_100_N14
Akinc_Michael_Amine_24,Akinc_Michael_N14,Akinc_Michael_Amine_24_N14
Akinc_Michael_Amine_1,Akinc_Michael_N15,Akinc_Michael_Amine_1_N15
Akinc_Michael_Amine_6,Akinc_Michael_N15,Akinc_Michael_Amine_6_N15
Akinc_Michael_Amine_7,Akinc_Michael_N15,Akinc_Michael_Amine_7_N15
Akinc_Michael_Amine_10,Akinc_Michael_N15,Akinc_Michael_Amine_10_N15
Akinc_Michael_Amine_11,Akinc_Michael_N15,Akinc_Michael_Amine_11_N15
Akinc_Michael_Amine_13,Akinc_Michael_N15,Akinc_Michael_Amine_13_N15
Akinc_Michael_Amine_15,Akinc_Michael_N15,Akinc_Michael_Amine_15_N15
Akinc_Michael_Amine_17,Akinc_Michael_N15,Akinc_Michael_Amine_17_N15
Akinc_Michael_Amine_20,Akinc_Michael_N15,Akinc_Michael_Amine_20_N15
Akinc_Michael_Amine_21,Akinc_Michael_N15,Akinc_Michael_Amine_21_N15
Akinc_Michael_Amine_22,Akinc_Michael_N15,Akinc_Michael_Amine_22_N15
Akinc_Michael_Amine_25,Akinc_Michael_N15,Akinc_Michael_Amine_25_N15
Akinc_Michael_Amine_26,Akinc_Michael_N15,Akinc_Michael_Amine_26_N15
Akinc_Michael_Amine_28,Akinc_Michael_N15,Akinc_Michael_Amine_28_N15
Akinc_Michael_Amine_31,Akinc_Michael_N15,Akinc_Michael_Amine_31_N15
Akinc_Michael_Amine_32,Akinc_Michael_N15,Akinc_Michael_Amine_32_N15
Akinc_Michael_Amine_33,Akinc_Michael_N15,Akinc_Michael_Amine_33_N15
Akinc_Michael_Amine_34,Akinc_Michael_N15,Akinc_Michael_Amine_34_N15
Akinc_Michael_Amine_36,Akinc_Michael_N15,Akinc_Michael_Amine_36_N15
Akinc_Michael_Amine_38,Akinc_Michael_N15,Akinc_Michael_Amine_38_N15
Akinc_Michael_Amine_60,Akinc_Michael_N15,Akinc_Michael_Amine_60_N15
Akinc_Michael_Amine_61,Akinc_Michael_N15,Akinc_Michael_Amine_61_N15
Akinc_Michael_Amine_62,Akinc_Michael_N15,Akinc_Michael_Amine_62_N15
Akinc_Michael_Amine_63,Akinc_Michael_N15,Akinc_Michael_Amine_63_N15
Akinc_Michael_Amine_70,Akinc_Michael_N15,Akinc_Michael_Amine_70_N15
Akinc_Michael_Amine_75,Akinc_Michael_N15,Akinc_Michael_Amine_75_N15
Akinc_Michael_Amine_76,Akinc_Michael_N15,Akinc_Michael_Amine_76_N15
Akinc_Michael_Amine_77,Akinc_Michael_N15,Akinc_Michael_Amine_77_N15
Akinc_Michael_Amine_79,Akinc_Michael_N15,Akinc_Michael_Amine_79_N15
Akinc_Michael_Amine_80,Akinc_Michael_N15,Akinc_Michael_Amine_80_N15
Akinc_Michael_Amine_81,Akinc_Michael_N15,Akinc_Michael_Amine_81_N15
Akinc_Michael_Amine_82,Akinc_Michael_N15,Akinc_Michael_Amine_82_N15
Akinc_Michael_Amine_86,Akinc_Michael_N15,Akinc_Michael_Amine_86_N15
Akinc_Michael_Amine_87,Akinc_Michael_N15,Akinc_Michael_Amine_87_N15
Akinc_Michael_Amine_91,Akinc_Michael_N15,Akinc_Michael_Amine_91_N15
Akinc_Michael_Amine_93,Akinc_Michael_N15,Akinc_Michael_Amine_93_N15
Akinc_Michael_Amine_95,Akinc_Michael_N15,Akinc_Michael_Amine_95_N15
Akinc_Michael_Amine_98,Akinc_Michael_N15,Akinc_Michael_Amine_98_N15
Akinc_Michael_Amine_99,Akinc_Michael_N15,Akinc_Michael_Amine_99_N15
Akinc_Michael_Amine_109,Akinc_Michael_N15,Akinc_Michael_Amine_109_N15
Akinc_Michael_Amine_24,Akinc_Michael_N15,Akinc_Michael_Amine_24_N15
Akinc_Michael_Amine_6,Akinc_Michael_N16,Akinc_Michael_Amine_6_N16
Akinc_Michael_Amine_7,Akinc_Michael_N16,Akinc_Michael_Amine_7_N16
Akinc_Michael_Amine_10,Akinc_Michael_N16,Akinc_Michael_Amine_10_N16
Akinc_Michael_Amine_11,Akinc_Michael_N16,Akinc_Michael_Amine_11_N16
Akinc_Michael_Amine_13,Akinc_Michael_N16,Akinc_Michael_Amine_13_N16
Akinc_Michael_Amine_15,Akinc_Michael_N16,Akinc_Michael_Amine_15_N16
Akinc_Michael_Amine_17,Akinc_Michael_N16,Akinc_Michael_Amine_17_N16
Akinc_Michael_Amine_20,Akinc_Michael_N16,Akinc_Michael_Amine_20_N16
Akinc_Michael_Amine_21,Akinc_Michael_N16,Akinc_Michael_Amine_21_N16
Akinc_Michael_Amine_22,Akinc_Michael_N16,Akinc_Michael_Amine_22_N16
Akinc_Michael_Amine_25,Akinc_Michael_N16,Akinc_Michael_Amine_25_N16
Akinc_Michael_Amine_26,Akinc_Michael_N16,Akinc_Michael_Amine_26_N16
Akinc_Michael_Amine_28,Akinc_Michael_N16,Akinc_Michael_Amine_28_N16
Akinc_Michael_Amine_31,Akinc_Michael_N16,Akinc_Michael_Amine_31_N16
Akinc_Michael_Amine_32,Akinc_Michael_N16,Akinc_Michael_Amine_32_N16
Akinc_Michael_Amine_33,Akinc_Michael_N16,Akinc_Michael_Amine_33_N16
Akinc_Michael_Amine_34,Akinc_Michael_N16,Akinc_Michael_Amine_34_N16
Akinc_Michael_Amine_36,Akinc_Michael_N16,Akinc_Michael_Amine_36_N16
Akinc_Michael_Amine_38,Akinc_Michael_N16,Akinc_Michael_Amine_38_N16
Akinc_Michael_Amine_80,Akinc_Michael_N16,Akinc_Michael_Amine_80_N16
Akinc_Michael_Amine_81,Akinc_Michael_N16,Akinc_Michael_Amine_81_N16
Akinc_Michael_Amine_82,Akinc_Michael_N16,Akinc_Michael_Amine_82_N16
Akinc_Michael_Amine_86,Akinc_Michael_N16,Akinc_Michael_Amine_86_N16
Akinc_Michael_Amine_87,Akinc_Michael_N16,Akinc_Michael_Amine_87_N16
Akinc_Michael_Amine_90,Akinc_Michael_N16,Akinc_Michael_Amine_90_N16
Akinc_Michael_Amine_91,Akinc_Michael_N16,Akinc_Michael_Amine_91_N16
Akinc_Michael_Amine_93,Akinc_Michael_N16,Akinc_Michael_Amine_93_N16
Akinc_Michael_Amine_94,Akinc_Michael_N16,Akinc_Michael_Amine_94_N16
Akinc_Michael_Amine_95,Akinc_Michael_N16,Akinc_Michael_Amine_95_N16
Akinc_Michael_Amine_96,Akinc_Michael_N16,Akinc_Michael_Amine_96_N16
Akinc_Michael_Amine_98,Akinc_Michael_N16,Akinc_Michael_Amine_98_N16
Akinc_Michael_Amine_99,Akinc_Michael_N16,Akinc_Michael_Amine_99_N16
Akinc_Michael_Amine_109,Akinc_Michael_N16,Akinc_Michael_Amine_109_N16
Akinc_Michael_Amine_24,Akinc_Michael_N16,Akinc_Michael_Amine_24_N16
Akinc_Michael_Amine_1,Akinc_Michael_N18,Akinc_Michael_Amine_1_N18
Akinc_Michael_Amine_6,Akinc_Michael_N18,Akinc_Michael_Amine_6_N18
Akinc_Michael_Amine_7,Akinc_Michael_N18,Akinc_Michael_Amine_7_N18
Akinc_Michael_Amine_10,Akinc_Michael_N18,Akinc_Michael_Amine_10_N18
Akinc_Michael_Amine_11,Akinc_Michael_N18,Akinc_Michael_Amine_11_N18
Akinc_Michael_Amine_13,Akinc_Michael_N18,Akinc_Michael_Amine_13_N18
Akinc_Michael_Amine_15,Akinc_Michael_N18,Akinc_Michael_Amine_15_N18
Akinc_Michael_Amine_17,Akinc_Michael_N18,Akinc_Michael_Amine_17_N18
Akinc_Michael_Amine_20,Akinc_Michael_N18,Akinc_Michael_Amine_20_N18
Akinc_Michael_Amine_21,Akinc_Michael_N18,Akinc_Michael_Amine_21_N18
Akinc_Michael_Amine_22,Akinc_Michael_N18,Akinc_Michael_Amine_22_N18
Akinc_Michael_Amine_25,Akinc_Michael_N18,Akinc_Michael_Amine_25_N18
Akinc_Michael_Amine_26,Akinc_Michael_N18,Akinc_Michael_Amine_26_N18
Akinc_Michael_Amine_28,Akinc_Michael_N18,Akinc_Michael_Amine_28_N18
Akinc_Michael_Amine_31,Akinc_Michael_N18,Akinc_Michael_Amine_31_N18
Akinc_Michael_Amine_32,Akinc_Michael_N18,Akinc_Michael_Amine_32_N18
Akinc_Michael_Amine_33,Akinc_Michael_N18,Akinc_Michael_Amine_33_N18
Akinc_Michael_Amine_34,Akinc_Michael_N18,Akinc_Michael_Amine_34_N18
Akinc_Michael_Amine_36,Akinc_Michael_N18,Akinc_Michael_Amine_36_N18
Akinc_Michael_Amine_38,Akinc_Michael_N18,Akinc_Michael_Amine_38_N18
Akinc_Michael_Amine_60,Akinc_Michael_N18,Akinc_Michael_Amine_60_N18
Akinc_Michael_Amine_61,Akinc_Michael_N18,Akinc_Michael_Amine_61_N18
Akinc_Michael_Amine_62,Akinc_Michael_N18,Akinc_Michael_Amine_62_N18
Akinc_Michael_Amine_63,Akinc_Michael_N18,Akinc_Michael_Amine_63_N18
Akinc_Michael_Amine_76,Akinc_Michael_N18,Akinc_Michael_Amine_76_N18
Akinc_Michael_Amine_77,Akinc_Michael_N18,Akinc_Michael_Amine_77_N18
Akinc_Michael_Amine_79,Akinc_Michael_N18,Akinc_Michael_Amine_79_N18
Akinc_Michael_Amine_80,Akinc_Michael_N18,Akinc_Michael_Amine_80_N18
Akinc_Michael_Amine_81,Akinc_Michael_N18,Akinc_Michael_Amine_81_N18
Akinc_Michael_Amine_82,Akinc_Michael_N18,Akinc_Michael_Amine_82_N18
Akinc_Michael_Amine_86,Akinc_Michael_N18,Akinc_Michael_Amine_86_N18
Akinc_Michael_Amine_87,Akinc_Michael_N18,Akinc_Michael_Amine_87_N18
Akinc_Michael_Amine_90,Akinc_Michael_N18,Akinc_Michael_Amine_90_N18
Akinc_Michael_Amine_91,Akinc_Michael_N18,Akinc_Michael_Amine_91_N18
Akinc_Michael_Amine_93,Akinc_Michael_N18,Akinc_Michael_Amine_93_N18
Akinc_Michael_Amine_94,Akinc_Michael_N18,Akinc_Michael_Amine_94_N18
Akinc_Michael_Amine_95,Akinc_Michael_N18,Akinc_Michael_Amine_95_N18
Akinc_Michael_Amine_96,Akinc_Michael_N18,Akinc_Michael_Amine_96_N18
Akinc_Michael_Amine_98,Akinc_Michael_N18,Akinc_Michael_Amine_98_N18
Akinc_Michael_Amine_99,Akinc_Michael_N18,Akinc_Michael_Amine_99_N18
Akinc_Michael_Amine_100,Akinc_Michael_N18,Akinc_Michael_Amine_100_N18
Akinc_Michael_Amine_103,Akinc_Michael_N18,Akinc_Michael_Amine_103_N18
Akinc_Michael_Amine_109,Akinc_Michael_N18,Akinc_Michael_Amine_109_N18
