Amine,Tail,Lipid_name,Num tails,MolWt,Value_name,Model_type,Target_or_delivered_gene,Delivery_target,Route_of_administration,Experiment_weight
Zhou_dendrimer_1H2,Zhou_dendrimer_SC12,Zhou_dendrimer_1H2-SC12,1,628.061,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC12,Zhou_dendrimer_1H3-SC12,1,684.169,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC12,Zhou_dendrimer_2H1-SC12,2,902.443,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC12,Zhou_dendrimer_2H2-SC12,2,930.497,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC12,Zhou_dendrimer_2H3-SC12,2,958.551,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC12,Zhou_dendrimer_2H4-SC12,2,986.605,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC14,Zhou_dendrimer_4A2-SC14,4,1794.806,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SC14,Zhou_dendrimer_4A3-SC14,4,1803.858,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC14,Zhou_dendrimer_6A1-SC14,6,2677.219,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC14,Zhou_dendrimer_6A2-SC14,6,2676.231,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC14,Zhou_dendrimer_2H3-SC14,2,1014.659,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC14,Zhou_dendrimer_2H4-SC14,2,1042.713,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC16,Zhou_dendrimer_2A1-SC16,2,1013.631,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC16,Zhou_dendrimer_2A3-SC16,2,1013.631,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SC16,Zhou_dendrimer_2A9-SC16,2,973.566,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC16,Zhou_dendrimer_2A11-SC16,2,1058.716,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SC16,Zhou_dendrimer_3A5-SC16,3,1516.437,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC16,Zhou_dendrimer_4A2-SC16,4,1907.022,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SC16,Zhou_dendrimer_5A4-SC16,5,2359.768,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC16,Zhou_dendrimer_6A2-SC16,6,2844.555,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC16,Zhou_dendrimer_2H2-SC16,2,1042.713,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC16,Zhou_dendrimer_2H4-SC16,2,1098.821,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC16,Zhou_dendrimer_2H6-SC16,2,1154.929,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SC18,Zhou_dendrimer_5A4-SC18,5,2500.038,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC18,Zhou_dendrimer_6A1-SC18,6,3013.867,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC18,Zhou_dendrimer_6A2-SC18,6,3012.879,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC19,Zhou_dendrimer_2A4-SC19,2,767.023,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SC19,Zhou_dendrimer_2A10-SC19,2,761.06,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC19,Zhou_dendrimer_2A11-SC19,2,818.156,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC19,Zhou_dendrimer_2A12-SC19,2,777.059,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC19,Zhou_dendrimer_4A2-SC19,4,1425.902,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SC19,Zhou_dendrimer_4A3-SC19,4,1434.954,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC19,Zhou_dendrimer_5A1-SC19,5,1743.353,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SC19,Zhou_dendrimer_5A4-SC19,5,1758.368,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC19,Zhou_dendrimer_2H5-SC19,2,886.315,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC19,Zhou_dendrimer_2H6-SC19,2,914.369,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SO1,Zhou_dendrimer_2H6-SO1,2,850.191,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SO2,Zhou_dendrimer_1A1-SO2,1,432.583,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SO2,Zhou_dendrimer_1A3-SO2,1,462.609,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SO2,Zhou_dendrimer_2A3-SO2,2,793.055,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SO2,Zhou_dendrimer_2A10-SO2,2,781.044,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SO2,Zhou_dendrimer_2A11-SO2,2,838.14,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SO2,Zhou_dendrimer_4A2-SO2,4,1465.87,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SO2,Zhou_dendrimer_2H6-SO2,2,934.353,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SO3,Zhou_dendrimer_2A7-SO3,2,935.297,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SO3,Zhou_dendrimer_2A9-SO3,2,893.26,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SO3,Zhou_dendrimer_2A11-SO3,2,978.41,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SO3,Zhou_dendrimer_4A2-SO3,4,1746.41,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SO3,Zhou_dendrimer_4A4-SO3,4,1758.418,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SO3,Zhou_dendrimer_5A1-SO3,5,2143.988,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SO3,Zhou_dendrimer_5A2-SO3,5,2202.072,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SO3,Zhou_dendrimer_5A3-SO3,5,2201.084,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SO3,Zhou_dendrimer_2H6-SO3,2,1074.623,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SO4,Zhou_dendrimer_2A10-SO4,2,640.862,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A3,Zhou_dendrimer_SO4,Zhou_dendrimer_6A3-SO4,6,1720.2,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SO4,Zhou_dendrimer_2H5-SO4,2,766.117,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SO5,Zhou_dendrimer_2A2-SO5,2,741.967,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SO5,Zhou_dendrimer_2A3-SO5,2,712.925,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SO5,Zhou_dendrimer_4A2-SO5,4,1305.61,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SO5,Zhou_dendrimer_2H5-SO5,2,826.169,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SO6,Zhou_dendrimer_1A1-SO6,1,376.519,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SO6,Zhou_dendrimer_2A2-SO6,2,709.969,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SO6,Zhou_dendrimer_2A3-SO6,2,680.927,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SO6,Zhou_dendrimer_2A4-SO6,2,674.879,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SO6,Zhou_dendrimer_2A5-SO6,2,666.9,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SO6,Zhou_dendrimer_2A6-SO6,2,680.927,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SO6,Zhou_dendrimer_2A7-SO6,2,682.899,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A8,Zhou_dendrimer_SO6,Zhou_dendrimer_2A8-SO6,2,677.883,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SO6,Zhou_dendrimer_2A9-SO6,2,640.862,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A10,Zhou_dendrimer_SO6,Zhou_dendrimer_2A10-SO6,2,668.916,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SO6,Zhou_dendrimer_2A11-SO6,2,726.012,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SO6,Zhou_dendrimer_4A1-SO6,4,1305.746,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SO6,Zhou_dendrimer_4A2-SO6,4,1241.614,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SO6,Zhou_dendrimer_4A3-SO6,4,1250.666,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SO6,Zhou_dendrimer_4A4-SO6,4,1253.622,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SO6,Zhou_dendrimer_5A1-SO6,5,1512.993,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SO6,Zhou_dendrimer_5A2-SO6,5,1571.077,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SO6,Zhou_dendrimer_5A4-SO6,5,1528.008,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SO6,Zhou_dendrimer_6A1-SO6,6,1847.431,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SO6,Zhou_dendrimer_6A2-SO6,6,1846.443,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A3,Zhou_dendrimer_SO6,Zhou_dendrimer_6A3-SO6,6,1804.362,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SO6,Zhou_dendrimer_2H3-SO6,2,738.063,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SO6,Zhou_dendrimer_2H4-SO6,2,766.117,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SO7,Zhou_dendrimer_2A1-SO7,2,708.981,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SO7,Zhou_dendrimer_2A3-SO7,2,708.981,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SO7,Zhou_dendrimer_2A5-SO7,2,694.954,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SO7,Zhou_dendrimer_2A9-SO7,2,668.916,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SO7,Zhou_dendrimer_2A11-SO7,2,754.066,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SO7,Zhou_dendrimer_3A5-SO7,3,1059.462,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SO7,Zhou_dendrimer_4A2-SO7,4,1297.722,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SO7,Zhou_dendrimer_4A4-SO7,4,1309.73,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SO7,Zhou_dendrimer_5A1-SO7,5,1583.128,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SO7,Zhou_dendrimer_5A2-SO7,5,1641.212,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SO7,Zhou_dendrimer_5A4-SO7,5,1598.143,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SO7,Zhou_dendrimer_6A1-SO7,6,1931.593,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SO7,Zhou_dendrimer_6A2-SO7,6,1930.605,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SO7,Zhou_dendrimer_2H2-SO7,2,738.063,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SO7,Zhou_dendrimer_2H4-SO7,2,794.171,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SO9,Zhou_dendrimer_2A2-SO9,2,934.401,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SO9,Zhou_dendrimer_2A3-SO9,2,905.359,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SO9,Zhou_dendrimer_2A5-SO9,2,891.332,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A3,Zhou_dendrimer_SO9,Zhou_dendrimer_3A3-SO9,3,1324.987,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SO9,Zhou_dendrimer_5A3-SO9,5,2131.169,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SO9,Zhou_dendrimer_6A2-SO9,6,2519.739,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SN1,Zhou_dendrimer_1A1-SN1,1,389.562,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SN1,Zhou_dendrimer_2A11-SN1,2,752.098,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SN1,Zhou_dendrimer_2A12-SN1,2,711.001,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SN1,Zhou_dendrimer_3A5-SN1,3,1056.51,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SN1,Zhou_dendrimer_4A1-SN1,4,1357.918,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SN1,Zhou_dendrimer_2H4-SN1,2,792.203,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SN1,Zhou_dendrimer_2H5-SN1,2,820.257,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SN2,Zhou_dendrimer_2A1-SN2,2,763.121,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SN2,Zhou_dendrimer_2A3-SN2,2,763.121,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SN2,Zhou_dendrimer_2A9-SN2,2,723.056,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SN2,Zhou_dendrimer_2A11-SN2,2,808.206,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SN2,Zhou_dendrimer_2A12-SN2,2,767.109,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SN2,Zhou_dendrimer_3A5-SN2,3,1140.672,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SN2,Zhou_dendrimer_4A2-SN2,4,1406.002,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SN2,Zhou_dendrimer_5A4-SN2,5,1733.493,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SN2,Zhou_dendrimer_6A2-SN2,6,2093.025,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SN2,Zhou_dendrimer_2H2-SN2,2,792.203,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SN2,Zhou_dendrimer_2H5-SN2,2,876.365,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SN3,Zhou_dendrimer_2A4-SN3,2,757.073,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SN3,Zhou_dendrimer_2A12-SN3,2,767.109,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SN3,Zhou_dendrimer_3A5-SN3,3,1140.672,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SN3,Zhou_dendrimer_4A1-SN3,4,1470.134,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SN3,Zhou_dendrimer_2H5-SN3,2,876.365,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SN4,Zhou_dendrimer_2A3-SN4,2,759.089,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SN4,Zhou_dendrimer_2A12-SN4,2,763.077,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SN4,Zhou_dendrimer_4A2-SN4,4,1397.938,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SN4,Zhou_dendrimer_5A3-SN4,5,1765.494,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SN4,Zhou_dendrimer_2H2-SN4,2,788.171,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SN4,Zhou_dendrimer_2H3-SN4,2,816.225,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SN4,Zhou_dendrimer_2H5-SN4,2,872.333,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SN5,Zhou_dendrimer_2A4-SN5,2,781.095,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SN5,Zhou_dendrimer_2A5-SN5,2,773.116,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SN5,Zhou_dendrimer_2A11-SN5,2,832.228,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SN5,Zhou_dendrimer_2A12-SN5,2,791.131,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SN5,Zhou_dendrimer_3A5-SN5,3,1176.705,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SN5,Zhou_dendrimer_4A1-SN5,4,1518.178,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SN5,Zhou_dendrimer_4A2-SN5,4,1454.046,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SN5,Zhou_dendrimer_4A4-SN5,4,1466.054,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SN5,Zhou_dendrimer_5A1-SN5,5,1778.533,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SN5,Zhou_dendrimer_5A4-SN5,5,1793.548,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SN5,Zhou_dendrimer_6A1-SN5,6,2166.079,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SN5,Zhou_dendrimer_2H2-SN5,2,816.225,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SN5,Zhou_dendrimer_2H3-SN5,2,844.279,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SN5,Zhou_dendrimer_2H4-SN5,2,872.333,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SN6,Zhou_dendrimer_2A1-SN6,2,815.197,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SN6,Zhou_dendrimer_2A3-SN6,2,815.197,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A9,Zhou_dendrimer_SN6,Zhou_dendrimer_2A9-SN6,2,775.132,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SN6,Zhou_dendrimer_2A11-SN6,2,860.282,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SN6,Zhou_dendrimer_2A12-SN6,2,819.185,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SN6,Zhou_dendrimer_3A5-SN6,3,1218.786,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SN6,Zhou_dendrimer_4A2-SN6,4,1510.154,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SN6,Zhou_dendrimer_4A3-SN6,4,1519.206,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SN6,Zhou_dendrimer_5A4-SN6,5,1863.683,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SN6,Zhou_dendrimer_6A1-SN6,6,2250.241,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SN6,Zhou_dendrimer_6A2-SN6,6,2249.253,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SN6,Zhou_dendrimer_2H2-SN6,2,844.279,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SN6,Zhou_dendrimer_2H5-SN6,2,928.441,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SN7,Zhou_dendrimer_5A1-SN7,5,1858.748,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SN7,Zhou_dendrimer_5A2-SN7,5,1916.832,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SN7,Zhou_dendrimer_5A4-SN7,5,1873.763,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SN7,Zhou_dendrimer_6A1-SN7,6,2262.337,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SN7,Zhou_dendrimer_6A2-SN7,6,2261.349,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SN8,Zhou_dendrimer_2A3-SN8,2,875.337,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SN8,Zhou_dendrimer_4A3-SN8,4,1639.486,FFL silencing,HeLa,FFL,hela,in_vitro,1
