Amine,Tail,Lipid_name,Num tails,MolWt,Value_name,Model_type,Target_or_delivered_gene,Delivery_target,Route_of_administration,Experiment_weight
Zhou_dendrimer_1A3,Zhou_dendrimer_SC3,Zhou_dendrimer_1A3-SC3,1,418.6,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC3,Zhou_dendrimer_1A4-SC3,1,390.59,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC3,Zhou_dendrimer_2A2-SC3,2,734.079,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC3,Zhou_dendrimer_2A3-SC3,2,705.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC3,Zhou_dendrimer_2A4-SC3,2,698.989,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SC3,Zhou_dendrimer_3A5-SC3,3,1053.546,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A1,Zhou_dendrimer_SC3,Zhou_dendrimer_4A1-SC3,4,1353.966,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A3,Zhou_dendrimer_SC3,Zhou_dendrimer_4A3-SC3,4,1298.886,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SC3,Zhou_dendrimer_5A3-SC3,5,1630.364,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SC3,Zhou_dendrimer_5A4-SC3,5,1588.283,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC3,Zhou_dendrimer_6A1-SC3,6,1919.761,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC3,Zhou_dendrimer_6A2-SC3,6,1918.773,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC3,Zhou_dendrimer_1H1-SC3,1,487.791,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC3,Zhou_dendrimer_1H2-SC3,1,529.872,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC3,Zhou_dendrimer_1H3-SC3,1,585.98,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC3,Zhou_dendrimer_2H1-SC3,2,706.065,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC3,Zhou_dendrimer_2H2-SC3,2,734.119,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC3,Zhou_dendrimer_2H3-SC3,2,762.173,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC3,Zhou_dendrimer_2H5-SC3,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC3,Zhou_dendrimer_2H6-SC3,2,846.335,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC4,Zhou_dendrimer_1A2-SC4,1,431.643,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC4,Zhou_dendrimer_1A3-SC4,1,404.573,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC4,Zhou_dendrimer_1A4-SC4,1,376.563,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC4,Zhou_dendrimer_1A5-SC4,1,390.59,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC4,Zhou_dendrimer_2A1-SC4,2,676.983,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC4,Zhou_dendrimer_2A2-SC4,2,706.025,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC4,Zhou_dendrimer_2A3-SC4,2,676.983,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC4,Zhou_dendrimer_2A5-SC4,2,662.956,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SC4,Zhou_dendrimer_3A5-SC4,3,1011.465,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC4,Zhou_dendrimer_4A2-SC4,4,1233.726,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC4,Zhou_dendrimer_5A1-SC4,5,1503.133,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SC4,Zhou_dendrimer_5A4-SC4,5,1518.148,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC4,Zhou_dendrimer_6A1-SC4,6,1835.599,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC4,Zhou_dendrimer_6A2-SC4,6,1834.611,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC4,Zhou_dendrimer_1H1-SC4,1,473.764,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC4,Zhou_dendrimer_1H2-SC4,1,515.845,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC4,Zhou_dendrimer_2H1-SC4,2,678.011,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC4,Zhou_dendrimer_2H2-SC4,2,706.065,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC4,Zhou_dendrimer_2H3-SC4,2,734.119,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC4,Zhou_dendrimer_2H6-SC4,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC5,Zhou_dendrimer_1A1-SC5,1,388.574,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC5,Zhou_dendrimer_1A2-SC5,1,445.67,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC5,Zhou_dendrimer_1A3-SC5,1,418.6,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC5,Zhou_dendrimer_1A4-SC5,1,390.59,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC5,Zhou_dendrimer_1A5-SC5,1,404.617,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A1,Zhou_dendrimer_SC5,Zhou_dendrimer_2A1-SC5,2,705.037,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC5,Zhou_dendrimer_2A2-SC5,2,734.079,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC5,Zhou_dendrimer_2A5-SC5,2,691.01,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC5,Zhou_dendrimer_2A7-SC5,2,707.009,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC5,Zhou_dendrimer_2A11-SC5,2,750.122,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC5,Zhou_dendrimer_3A1-SC5,3,979.419,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC5,Zhou_dendrimer_3A2-SC5,3,993.446,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SC5,Zhou_dendrimer_3A5-SC5,3,1053.546,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A2,Zhou_dendrimer_SC5,Zhou_dendrimer_4A2-SC5,4,1289.834,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC5,Zhou_dendrimer_4A4-SC5,4,1301.842,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC5,Zhou_dendrimer_5A2-SC5,5,1631.352,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC5,Zhou_dendrimer_6A2-SC5,6,1918.773,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC5,Zhou_dendrimer_1H1-SC5,1,487.791,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC5,Zhou_dendrimer_1H2-SC5,1,529.872,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC5,Zhou_dendrimer_2H1-SC5,2,706.065,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC5,Zhou_dendrimer_2H2-SC5,2,734.119,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC5,Zhou_dendrimer_2H6-SC5,2,846.335,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC6,Zhou_dendrimer_1A1-SC6,1,402.601,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC6,Zhou_dendrimer_1A3-SC6,1,432.627,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC6,Zhou_dendrimer_1A4-SC6,1,404.617,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC6,Zhou_dendrimer_2A2-SC6,2,762.133,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC6,Zhou_dendrimer_2A3-SC6,2,733.091,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC6,Zhou_dendrimer_2A11-SC6,2,778.176,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC6,Zhou_dendrimer_3A1-SC6,3,1021.5,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC6,Zhou_dendrimer_3A2-SC6,3,1035.527,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC6,Zhou_dendrimer_3A4-SC6,3,1025.488,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A5,Zhou_dendrimer_SC6,Zhou_dendrimer_3A5-SC6,3,1095.627,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC6,Zhou_dendrimer_4A4-SC6,4,1357.95,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC6,Zhou_dendrimer_5A1-SC6,5,1643.403,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC6,Zhou_dendrimer_5A2-SC6,5,1701.487,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SC6,Zhou_dendrimer_5A3-SC6,5,1700.499,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC6,Zhou_dendrimer_6A1-SC6,6,2003.923,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC6,Zhou_dendrimer_6A2-SC6,6,2002.935,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC6,Zhou_dendrimer_1H1-SC6,1,501.818,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC6,Zhou_dendrimer_1H2-SC6,1,543.899,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC6,Zhou_dendrimer_1H3-SC6,1,600.007,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC6,Zhou_dendrimer_2H1-SC6,2,734.119,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC6,Zhou_dendrimer_2H2-SC6,2,762.173,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC6,Zhou_dendrimer_2H3-SC6,2,790.227,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC6,Zhou_dendrimer_2H4-SC6,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC6,Zhou_dendrimer_2H6-SC6,2,874.389,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A3,Zhou_dendrimer_SC7,Zhou_dendrimer_1A3-SC7,1,446.654,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC7,Zhou_dendrimer_1A4-SC7,1,418.644,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC7,Zhou_dendrimer_1A5-SC7,1,432.671,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC7,Zhou_dendrimer_2A2-SC7,2,790.187,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC7,Zhou_dendrimer_2A6-SC7,2,761.145,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC7,Zhou_dendrimer_2A7-SC7,2,763.117,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC7,Zhou_dendrimer_3A1-SC7,3,1063.581,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC7,Zhou_dendrimer_3A2-SC7,3,1077.608,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC7,Zhou_dendrimer_1H1-SC7,1,515.845,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H3,Zhou_dendrimer_SC7,Zhou_dendrimer_1H3-SC7,1,614.034,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC7,Zhou_dendrimer_2H1-SC7,2,762.173,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC7,Zhou_dendrimer_2H2-SC7,2,790.227,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC7,Zhou_dendrimer_2H3-SC7,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A1,Zhou_dendrimer_SC8,Zhou_dendrimer_1A1-SC8,1,430.655,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC8,Zhou_dendrimer_1A2-SC8,1,487.751,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A4,Zhou_dendrimer_SC8,Zhou_dendrimer_1A4-SC8,1,432.671,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A5,Zhou_dendrimer_SC8,Zhou_dendrimer_1A5-SC8,1,446.698,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC8,Zhou_dendrimer_2A3-SC8,2,789.199,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC8,Zhou_dendrimer_2A6-SC8,2,789.199,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC8,Zhou_dendrimer_2A7-SC8,2,791.171,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC8,Zhou_dendrimer_2A11-SC8,2,834.284,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC8,Zhou_dendrimer_3A2-SC8,3,1119.689,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC8,Zhou_dendrimer_4A4-SC8,4,1470.166,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC8,Zhou_dendrimer_1H1-SC8,1,529.872,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC8,Zhou_dendrimer_1H2-SC8,1,571.953,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC8,Zhou_dendrimer_2H1-SC8,2,790.227,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC8,Zhou_dendrimer_2H2-SC8,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC8,Zhou_dendrimer_2H3-SC8,2,846.335,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC8,Zhou_dendrimer_2H4-SC8,2,874.389,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC9,Zhou_dendrimer_1A2-SC9,1,501.778,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC9,Zhou_dendrimer_2A2-SC9,2,846.295,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC9,Zhou_dendrimer_2A6-SC9,2,817.253,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A12,Zhou_dendrimer_SC9,Zhou_dendrimer_2A12-SC9,2,821.241,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC9,Zhou_dendrimer_3A1-SC9,3,1147.743,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC9,Zhou_dendrimer_3A2-SC9,3,1161.77,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC9,Zhou_dendrimer_4A4-SC9,4,1526.274,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC9,Zhou_dendrimer_5A1-SC9,5,1853.808,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC9,Zhou_dendrimer_5A2-SC9,5,1911.892,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC9,Zhou_dendrimer_6A1-SC9,6,2256.409,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A2,Zhou_dendrimer_SC9,Zhou_dendrimer_6A2-SC9,6,2255.421,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC9,Zhou_dendrimer_1H1-SC9,1,543.899,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC9,Zhou_dendrimer_1H2-SC9,1,585.98,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H1,Zhou_dendrimer_SC9,Zhou_dendrimer_2H1-SC9,2,818.281,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC9,Zhou_dendrimer_2H2-SC9,2,846.335,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC9,Zhou_dendrimer_2H3-SC9,2,874.389,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC9,Zhou_dendrimer_2H4-SC9,2,902.443,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC9,Zhou_dendrimer_2H5-SC9,2,930.497,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H6,Zhou_dendrimer_SC9,Zhou_dendrimer_2H6-SC9,2,958.551,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC10,Zhou_dendrimer_2A2-SC10,2,874.349,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A3,Zhou_dendrimer_SC10,Zhou_dendrimer_2A3-SC10,2,845.307,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC10,Zhou_dendrimer_2A5-SC10,2,831.28,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC10,Zhou_dendrimer_2A6-SC10,2,845.307,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A7,Zhou_dendrimer_SC10,Zhou_dendrimer_2A7-SC10,2,847.279,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A11,Zhou_dendrimer_SC10,Zhou_dendrimer_2A11-SC10,2,890.392,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC10,Zhou_dendrimer_3A1-SC10,3,1189.824,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC10,Zhou_dendrimer_3A2-SC10,3,1203.851,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A4,Zhou_dendrimer_SC10,Zhou_dendrimer_3A4-SC10,3,1193.812,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC10,Zhou_dendrimer_4A4-SC10,4,1582.382,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A2,Zhou_dendrimer_SC10,Zhou_dendrimer_5A2-SC10,5,1982.027,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SC10,Zhou_dendrimer_5A3-SC10,5,1981.039,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H1,Zhou_dendrimer_SC10,Zhou_dendrimer_1H1-SC10,1,557.926,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H2,Zhou_dendrimer_SC10,Zhou_dendrimer_2H2-SC10,2,874.389,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC10,Zhou_dendrimer_2H3-SC10,2,902.443,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC10,Zhou_dendrimer_2H4-SC10,2,930.497,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H5,Zhou_dendrimer_SC10,Zhou_dendrimer_2H5-SC10,2,958.551,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC11,Zhou_dendrimer_2A2-SC11,2,902.403,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC11,Zhou_dendrimer_2A4-SC11,2,867.313,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC11,Zhou_dendrimer_2A6-SC11,2,873.361,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A1,Zhou_dendrimer_SC11,Zhou_dendrimer_3A1-SC11,3,1231.905,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_3A2,Zhou_dendrimer_SC11,Zhou_dendrimer_3A2-SC11,3,1245.932,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A1,Zhou_dendrimer_SC11,Zhou_dendrimer_5A1-SC11,5,1994.078,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A4,Zhou_dendrimer_SC11,Zhou_dendrimer_5A4-SC11,5,2009.093,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_6A1,Zhou_dendrimer_SC11,Zhou_dendrimer_6A1-SC11,6,2424.733,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1H2,Zhou_dendrimer_SC11,Zhou_dendrimer_1H2-SC11,1,614.034,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H3,Zhou_dendrimer_SC11,Zhou_dendrimer_2H3-SC11,2,930.497,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2H4,Zhou_dendrimer_SC11,Zhou_dendrimer_2H4-SC11,2,958.551,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_1A2,Zhou_dendrimer_SC12,Zhou_dendrimer_1A2-SC12,1,543.859,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A2,Zhou_dendrimer_SC12,Zhou_dendrimer_2A2-SC12,2,930.457,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A4,Zhou_dendrimer_SC12,Zhou_dendrimer_2A4-SC12,2,895.367,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A5,Zhou_dendrimer_SC12,Zhou_dendrimer_2A5-SC12,2,887.388,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_2A6,Zhou_dendrimer_SC12,Zhou_dendrimer_2A6-SC12,2,901.415,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_4A4,Zhou_dendrimer_SC12,Zhou_dendrimer_4A4-SC12,4,1694.598,FFL silencing,HeLa,FFL,hela,in_vitro,1
Zhou_dendrimer_5A3,Zhou_dendrimer_SC12,Zhou_dendrimer_5A3-SC12,5,2121.309,FFL silencing,HeLa,FFL,hela,in_vitro,1
