,Chen_disulfide_Chen_disulfide_liver_intravenous,LM_3CR_LM_3CR_macrophage_in_vitro,A549_form_screen_IR_Reductive_amination_lung_epithelium_in_vitro,A549_form_screen_RM_Michael_addition_branched_lung_epithelium_in_vitro,Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_spleen_intravenous,LM_3CR_LM_3CR_dendritic_cell_in_vitro,Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_muscle_intramuscular,LM_3CR_LM_3CR_generic_cell_in_vitro,He_4CR_aldehyde_He_4CR_aldehyde_spleen_intravenous,Liu_Phospholipids_Liu_iPhos_generic_cell_in_vitro,AGILE_3CR_Agile_3CR_macrophage_in_vitro,Zhou_dendrimer_Zhou_dendrimer_liver_intravenous,Yan_aza_michael_Yan_aza_michael_generic_cell_in_vitro,Li_enzyme_catalyzed_Li_enzyme_catalyzed_generic_cell_in_vitro,Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_liver_intravenous,Luke_Raj_Branched_ester_RM_Michael_addition_branched_liver_intravenous,IR_BL_AG_4CR_IR_4CR_aldehyde_muscle_intramuscular,RM_BL_AG_carbonate_RM_carbonate_generic_cell_in_vitro,Chen_disulfide_Chen_disulfide_generic_cell_in_vitro,AGILE_3CR_Agile_3CR_generic_cell_in_vitro,Whitehead_siRNA_whitehead_lipidoid_liver_intravenous,Zhou_dendrimer_Zhou_dendrimer_generic_cell_in_vitro,IR_BL_AG_3CR_sting_IR_3CR_sting_generic_cell_in_vitro,Whitehead_siRNA_whitehead_lipidoid_generic_cell_in_vitro,IR_BL_AG_4CR_IR_4CR_aldehyde_generic_cell_in_vitro,He_4CR_aldehyde_He_4CR_aldehyde_liver_intravenous,Raj_Jacob_ML_branched_ester_RM_Michael_addition_branched_lung_intravenous,Sanofi_goods_Sanofi_goods_muscle_intramuscular
0,,,0.4746263453800902,0.6634172224211234,0.5162826541129203,,,0.30510652346300676,0.786471944409626,0.42770463168462536,0.12102185998481269,,0.18803881431092634,-0.014584358773498165,0.342296918767507,0.41651304013849794,,0.19484065958487046,0.6541590439124192,-0.08073707851577784,0.7902097902097903,0.4278446236987685,0.14395279034027728,0.2505778693003059,0.023739104294704296,0.14110694998452614,,0.7856834851695375
1,,,0.02381856975749501,0.7513962009695463,,,,0.3828411450618771,0.795300910972074,0.4254556776509044,0.28179889998952384,,0.3637789259743349,0.7216476751678128,,0.508399950183655,,0.42107508873752253,0.6617991267209918,0.5080615050664767,0.23632610939112486,0.4163286872121838,0.23340403966400317,0.5864828588220594,0.11927519754025946,0.11637938835850968,,0.8469080867204594
2,0.10143385144038335,,0.5837064879302557,0.8263426209988466,0.47543859649122805,,,0.33969225324362423,0.3782623826818103,0.6613621267201264,0.024243701646704235,,0.16319801202212345,0.5500016906511548,0.6175438596491227,0.49498906425477934,-0.03881029321172459,0.14573921409984475,0.34307181528640857,-0.2757023115712882,-0.36785714285714277,0.5076889446663914,0.42438604901206306,0.5536455304011303,-0.0999598857126586,0.8282468943033932,,0.7370079313931251
3,,,0.7959056960892245,0.7334687638351353,0.21568627450980388,,,0.3145340175814916,-0.0997910710846978,0.1447994896111836,0.14348119421176336,,0.7751245066318811,0.52709709616067,0.45098039215686275,0.3691211073405957,-0.14959151840135315,0.1538474995079924,0.0445084102726778,0.592960544880866,0.44932844932844934,0.18715574203205898,0.21971192854323482,0.4930455460594339,-0.08154265125570148,0.6384409698818571,,0.6033471713696398
4,,,0.5458430920724329,0.5302317799340531,0.43859649122807015,,,0.4321839813665565,0.8012316131948862,0.3660872099304134,0.3863169691285559,,0.3438315090078867,0.6703673454794256,0.4179566563467492,0.5028490798773689,-0.04334536039621794,0.17441560429467978,0.6435959029348384,0.1835719454528258,0.11929824561403508,0.476180273229722,0.35098281210544313,0.593681805758044,0.24184999323008446,0.5306093307231546,,0.7822337042647391
