Amine,Tail,Lipid_name,Tail_count
Liu_phospholipids_27A,Liu_phospholipids_P12,Liu_phospholipids_27A2P12,2
Liu_phospholipids_27A,Liu_phospholipids_P12,Liu_phospholipids_27A3P12,3
Liu_phospholipids_28A,Liu_phospholipids_P12,Liu_phospholipids_28A2P12,2
Liu_phospholipids_28A,Liu_phospholipids_P12,Liu_phospholipids_28A3P12,3
Liu_phospholipids_1A,Liu_phospholipids_P13,Liu_phospholipids_1A1P13,1
Liu_phospholipids_2A,Liu_phospholipids_P13,Liu_phospholipids_2A1P13,1
Liu_phospholipids_3A,Liu_phospholipids_P13,Liu_phospholipids_3A1P13,1
Liu_phospholipids_5A,Liu_phospholipids_P13,Liu_phospholipids_5A1P13,1
Liu_phospholipids_7A,Liu_phospholipids_P13,Liu_phospholipids_7A1P13,1
Liu_phospholipids_8A,Liu_phospholipids_P13,Liu_phospholipids_8A1P13,1
Liu_phospholipids_13A,Liu_phospholipids_P13,Liu_phospholipids_13A1P13,1
Liu_phospholipids_17A,Liu_phospholipids_P13,Liu_phospholipids_17A1P13,1
Liu_phospholipids_19A,Liu_phospholipids_P13,Liu_phospholipids_19A2P13,2
Liu_phospholipids_20A,Liu_phospholipids_P13,Liu_phospholipids_20A2P13,2
Liu_phospholipids_21A,Liu_phospholipids_P13,Liu_phospholipids_21A2P13,2
Liu_phospholipids_22A,Liu_phospholipids_P13,Liu_phospholipids_22A2P13,2
Liu_phospholipids_23A,Liu_phospholipids_P13,Liu_phospholipids_23A2P13,2
Liu_phospholipids_24A,Liu_phospholipids_P13,Liu_phospholipids_24A2P13,2
Liu_phospholipids_27A,Liu_phospholipids_P13,Liu_phospholipids_27A3P13,3
Liu_phospholipids_28A,Liu_phospholipids_P13,Liu_phospholipids_28A3P13,3
Liu_phospholipids_1A,Liu_phospholipids_P14,Liu_phospholipids_1A1P14,1
Liu_phospholipids_2A,Liu_phospholipids_P14,Liu_phospholipids_2A1P14,1
Liu_phospholipids_3A,Liu_phospholipids_P14,Liu_phospholipids_3A1P14,1
Liu_phospholipids_5A,Liu_phospholipids_P14,Liu_phospholipids_5A1P14,1
Liu_phospholipids_13A,Liu_phospholipids_P14,Liu_phospholipids_13A1P14,1
Liu_phospholipids_14A,Liu_phospholipids_P14,Liu_phospholipids_14A1P14,1
Liu_phospholipids_17A,Liu_phospholipids_P14,Liu_phospholipids_17A1P14,1
Liu_phospholipids_19A,Liu_phospholipids_P14,Liu_phospholipids_19A2P14,2
Liu_phospholipids_21A,Liu_phospholipids_P14,Liu_phospholipids_21A2P14,2
Liu_phospholipids_22A,Liu_phospholipids_P14,Liu_phospholipids_22A2P14,2
Liu_phospholipids_23A,Liu_phospholipids_P14,Liu_phospholipids_23A2P14,2
Liu_phospholipids_23A,Liu_phospholipids_P14,Liu_phospholipids_23A3P14,3
Liu_phospholipids_24A,Liu_phospholipids_P14,Liu_phospholipids_24A2P14,2
Liu_phospholipids_25A,Liu_phospholipids_P14,Liu_phospholipids_25A3P14,3
Liu_phospholipids_27A,Liu_phospholipids_P14,Liu_phospholipids_27A3P14,3
Liu_phospholipids_28A,Liu_phospholipids_P14,Liu_phospholipids_28A3P14,3
Liu_phospholipids_1A,Liu_phospholipids_P15,Liu_phospholipids_1A1P15,1
Liu_phospholipids_2A,Liu_phospholipids_P15,Liu_phospholipids_2A1P15,1
Liu_phospholipids_3A,Liu_phospholipids_P15,Liu_phospholipids_3A1P15,1
Liu_phospholipids_4A,Liu_phospholipids_P15,Liu_phospholipids_4A1P15,1
Liu_phospholipids_5A,Liu_phospholipids_P15,Liu_phospholipids_5A1P15,1
Liu_phospholipids_8A,Liu_phospholipids_P15,Liu_phospholipids_8A1P15,1
Liu_phospholipids_12A,Liu_phospholipids_P15,Liu_phospholipids_12A1P15,1
Liu_phospholipids_13A,Liu_phospholipids_P15,Liu_phospholipids_13A1P15,1
Liu_phospholipids_14A,Liu_phospholipids_P15,Liu_phospholipids_14A1P15,1
Liu_phospholipids_15A,Liu_phospholipids_P15,Liu_phospholipids_15A1P15,1
Liu_phospholipids_16A,Liu_phospholipids_P15,Liu_phospholipids_16A1P15,1
Liu_phospholipids_17A,Liu_phospholipids_P15,Liu_phospholipids_17A1P15,1
Liu_phospholipids_18A,Liu_phospholipids_P15,Liu_phospholipids_18A1P15,1
Liu_phospholipids_20A,Liu_phospholipids_P15,Liu_phospholipids_20A2P15,2
Liu_phospholipids_23A,Liu_phospholipids_P15,Liu_phospholipids_23A3P15,3
Liu_phospholipids_25A,Liu_phospholipids_P15,Liu_phospholipids_25A3P15,3
Liu_phospholipids_26A,Liu_phospholipids_P15,Liu_phospholipids_26A2P15,2
Liu_phospholipids_27A,Liu_phospholipids_P15,Liu_phospholipids_27A2P15,2
Liu_phospholipids_28A,Liu_phospholipids_P15,Liu_phospholipids_28A3P15,3
Liu_phospholipids_1A,Liu_phospholipids_P16,Liu_phospholipids_1A1P16,1
Liu_phospholipids_2A,Liu_phospholipids_P16,Liu_phospholipids_2A1P16,1
Liu_phospholipids_3A,Liu_phospholipids_P16,Liu_phospholipids_3A1P16,1
Liu_phospholipids_7A,Liu_phospholipids_P16,Liu_phospholipids_7A1P16,1
Liu_phospholipids_13A,Liu_phospholipids_P16,Liu_phospholipids_13A1P16,1
Liu_phospholipids_14A,Liu_phospholipids_P16,Liu_phospholipids_14A1P16,1
Liu_phospholipids_15A,Liu_phospholipids_P16,Liu_phospholipids_15A1P16,1
Liu_phospholipids_16A,Liu_phospholipids_P16,Liu_phospholipids_16A1P16,1
Liu_phospholipids_17A,Liu_phospholipids_P16,Liu_phospholipids_17A1P16,1
Liu_phospholipids_18A,Liu_phospholipids_P16,Liu_phospholipids_18A1P16,1
Liu_phospholipids_25A,Liu_phospholipids_P16,Liu_phospholipids_25A3P16,3
Liu_phospholipids_4A,Liu_phospholipids_P4,Liu_phospholipids_4A1P4,1
Liu_phospholipids_6A,Liu_phospholipids_P4,Liu_phospholipids_6A1P4,1
Liu_phospholipids_15A,Liu_phospholipids_P4,Liu_phospholipids_15A1P4,1
Liu_phospholipids_18A,Liu_phospholipids_P4,Liu_phospholipids_18A1P4,1
Liu_phospholipids_28A,Liu_phospholipids_P4,Liu_phospholipids_28A4P4,4
Liu_phospholipids_28A,Liu_phospholipids_P4,Liu_phospholipids_28A5P4,5
Liu_phospholipids_14A,Liu_phospholipids_P5,Liu_phospholipids_14A1P5,1
Liu_phospholipids_15A,Liu_phospholipids_P5,Liu_phospholipids_15A1P5,1
Liu_phospholipids_16A,Liu_phospholipids_P5,Liu_phospholipids_16A1P5,1
Liu_phospholipids_17A,Liu_phospholipids_P5,Liu_phospholipids_17A1P5,1
Liu_phospholipids_18A,Liu_phospholipids_P5,Liu_phospholipids_18A1P5,1
Liu_phospholipids_19A,Liu_phospholipids_P5,Liu_phospholipids_19A2P5,2
Liu_phospholipids_20A,Liu_phospholipids_P5,Liu_phospholipids_20A2P5,2
Liu_phospholipids_20A,Liu_phospholipids_P5,Liu_phospholipids_20A3P5,3
Liu_phospholipids_21A,Liu_phospholipids_P5,Liu_phospholipids_21A2P5,2
Liu_phospholipids_21A,Liu_phospholipids_P5,Liu_phospholipids_21A3P5,3
Liu_phospholipids_22A,Liu_phospholipids_P5,Liu_phospholipids_22A2P5,2
Liu_phospholipids_23A,Liu_phospholipids_P5,Liu_phospholipids_23A2P5,2
Liu_phospholipids_23A,Liu_phospholipids_P5,Liu_phospholipids_23A3P5,3
Liu_phospholipids_23A,Liu_phospholipids_P5,Liu_phospholipids_23A4P5,4
Liu_phospholipids_24A,Liu_phospholipids_P5,Liu_phospholipids_24A3P5,3
Liu_phospholipids_24A,Liu_phospholipids_P5,Liu_phospholipids_24A4P5,4
Liu_phospholipids_25A,Liu_phospholipids_P5,Liu_phospholipids_25A3P5,3
Liu_phospholipids_26A,Liu_phospholipids_P5,Liu_phospholipids_26A2P5,2
Liu_phospholipids_26A,Liu_phospholipids_P5,Liu_phospholipids_26A3P5,3
Liu_phospholipids_27A,Liu_phospholipids_P5,Liu_phospholipids_27A2P5,2
Liu_phospholipids_27A,Liu_phospholipids_P5,Liu_phospholipids_27A3P5,3
Liu_phospholipids_28A,Liu_phospholipids_P5,Liu_phospholipids_28A2P5,2
Liu_phospholipids_28A,Liu_phospholipids_P5,Liu_phospholipids_28A3P5,3
Liu_phospholipids_28A,Liu_phospholipids_P5,Liu_phospholipids_28A4P5,4
Liu_phospholipids_6A,Liu_phospholipids_P6,Liu_phospholipids_6A1P6,1
Liu_phospholipids_14A,Liu_phospholipids_P6,Liu_phospholipids_14A1P6,1
Liu_phospholipids_15A,Liu_phospholipids_P6,Liu_phospholipids_15A1P6,1
Liu_phospholipids_17A,Liu_phospholipids_P6,Liu_phospholipids_17A1P6,1
Liu_phospholipids_18A,Liu_phospholipids_P6,Liu_phospholipids_18A1P6,1
Liu_phospholipids_20A,Liu_phospholipids_P6,Liu_phospholipids_20A3P6,3
Liu_phospholipids_23A,Liu_phospholipids_P6,Liu_phospholipids_23A3P6,3
Liu_phospholipids_23A,Liu_phospholipids_P6,Liu_phospholipids_23A4P6,4
Liu_phospholipids_24A,Liu_phospholipids_P6,Liu_phospholipids_24A3P6,3
Liu_phospholipids_24A,Liu_phospholipids_P6,Liu_phospholipids_24A4P6,4
Liu_phospholipids_26A,Liu_phospholipids_P6,Liu_phospholipids_26A4P6,4
Liu_phospholipids_27A,Liu_phospholipids_P6,Liu_phospholipids_27A3P6,3
Liu_phospholipids_27A,Liu_phospholipids_P6,Liu_phospholipids_27A4P6,4
Liu_phospholipids_28A,Liu_phospholipids_P6,Liu_phospholipids_28A3P6,3
Liu_phospholipids_28A,Liu_phospholipids_P6,Liu_phospholipids_28A5P6,5
Liu_phospholipids_5A,Liu_phospholipids_P7,Liu_phospholipids_5A1P7,1
Liu_phospholipids_14A,Liu_phospholipids_P7,Liu_phospholipids_14A1P7,1
Liu_phospholipids_15A,Liu_phospholipids_P7,Liu_phospholipids_15A1P7,1
Liu_phospholipids_18A,Liu_phospholipids_P7,Liu_phospholipids_18A1P7,1
Liu_phospholipids_19A,Liu_phospholipids_P7,Liu_phospholipids_19A2P7,2
Liu_phospholipids_20A,Liu_phospholipids_P7,Liu_phospholipids_20A3P7,3
Liu_phospholipids_22A,Liu_phospholipids_P7,Liu_phospholipids_22A2P7,2
Liu_phospholipids_23A,Liu_phospholipids_P7,Liu_phospholipids_23A2P7,2
Liu_phospholipids_26A,Liu_phospholipids_P7,Liu_phospholipids_26A3P7,3
Liu_phospholipids_6A,Liu_phospholipids_P8,Liu_phospholipids_6A1P8,1
Liu_phospholipids_14A,Liu_phospholipids_P8,Liu_phospholipids_14A1P8,1
Liu_phospholipids_20A,Liu_phospholipids_P8,Liu_phospholipids_20A2P8,2
Liu_phospholipids_20A,Liu_phospholipids_P8,Liu_phospholipids_20A3P8,3
Liu_phospholipids_21A,Liu_phospholipids_P8,Liu_phospholipids_21A2P8,2
Liu_phospholipids_21A,Liu_phospholipids_P8,Liu_phospholipids_21A3P8,3
Liu_phospholipids_24A,Liu_phospholipids_P8,Liu_phospholipids_24A4P8,4
Liu_phospholipids_26A,Liu_phospholipids_P8,Liu_phospholipids_26A2P8,2
Liu_phospholipids_26A,Liu_phospholipids_P8,Liu_phospholipids_26A3P8,3
Liu_phospholipids_26A,Liu_phospholipids_P8,Liu_phospholipids_26A4P8,4
Liu_phospholipids_27A,Liu_phospholipids_P8,Liu_phospholipids_27A2P8,2
Liu_phospholipids_27A,Liu_phospholipids_P8,Liu_phospholipids_27A3P8,3
Liu_phospholipids_26A,Liu_phospholipids_P9,Liu_phospholipids_26A2P9,2
Liu_phospholipids_6A,Liu_phospholipids_P10,Liu_phospholipids_6A1P10,1
Liu_phospholipids_20A,Liu_phospholipids_P10,Liu_phospholipids_20A3P10,3
Liu_phospholipids_25A,Liu_phospholipids_P10,Liu_phospholipids_25A2P10,2
Liu_phospholipids_26A,Liu_phospholipids_P10,Liu_phospholipids_26A3P10,3
Liu_phospholipids_28A,Liu_phospholipids_P10,Liu_phospholipids_28A5P10,5
Liu_phospholipids_6A,Liu_phospholipids_P11,Liu_phospholipids_6A1P11,1
Liu_phospholipids_19A,Liu_phospholipids_P11,Liu_phospholipids_19A2P11,2
Liu_phospholipids_20A,Liu_phospholipids_P11,Liu_phospholipids_20A2P11,2
Liu_phospholipids_20A,Liu_phospholipids_P11,Liu_phospholipids_20A3P11,3
Liu_phospholipids_21A,Liu_phospholipids_P11,Liu_phospholipids_21A2P11,2
Liu_phospholipids_21A,Liu_phospholipids_P11,Liu_phospholipids_21A3P11,3
Liu_phospholipids_22A,Liu_phospholipids_P11,Liu_phospholipids_22A2P11,2
Liu_phospholipids_22A,Liu_phospholipids_P11,Liu_phospholipids_22A3P11,3
Liu_phospholipids_23A,Liu_phospholipids_P11,Liu_phospholipids_23A2P11,2
Liu_phospholipids_23A,Liu_phospholipids_P11,Liu_phospholipids_23A4P11,4
Liu_phospholipids_24A,Liu_phospholipids_P11,Liu_phospholipids_24A4P11,4
Liu_phospholipids_25A,Liu_phospholipids_P11,Liu_phospholipids_25A2P11,2
Liu_phospholipids_26A,Liu_phospholipids_P11,Liu_phospholipids_26A4P11,4
Liu_phospholipids_27A,Liu_phospholipids_P11,Liu_phospholipids_27A3P11,3
Liu_phospholipids_28A,Liu_phospholipids_P11,Liu_phospholipids_28A5P11,5
Liu_phospholipids_3A,Liu_phospholipids_P12,Liu_phospholipids_3A1P12,1
Liu_phospholipids_6A,Liu_phospholipids_P12,Liu_phospholipids_6A1P12,1
Liu_phospholipids_19A,Liu_phospholipids_P12,Liu_phospholipids_19A2P12,2
Liu_phospholipids_20A,Liu_phospholipids_P12,Liu_phospholipids_20A3P12,3
Liu_phospholipids_22A,Liu_phospholipids_P12,Liu_phospholipids_22A2P12,2
Liu_phospholipids_23A,Liu_phospholipids_P12,Liu_phospholipids_23A4P12,4
Liu_phospholipids_24A,Liu_phospholipids_P12,Liu_phospholipids_24A4P12,4
Liu_phospholipids_25A,Liu_phospholipids_P12,Liu_phospholipids_25A2P12,2
Liu_phospholipids_25A,Liu_phospholipids_P12,Liu_phospholipids_25A4P12,4
Liu_phospholipids_26A,Liu_phospholipids_P12,Liu_phospholipids_26A4P12,4
Liu_phospholipids_27A,Liu_phospholipids_P12,Liu_phospholipids_27A4P12,4
Liu_phospholipids_28A,Liu_phospholipids_P12,Liu_phospholipids_28A4P12,4
Liu_phospholipids_28A,Liu_phospholipids_P12,Liu_phospholipids_28A5P12,5
Liu_phospholipids_4A,Liu_phospholipids_P13,Liu_phospholipids_4A1P13,1
Liu_phospholipids_6A,Liu_phospholipids_P13,Liu_phospholipids_6A1P13,1
Liu_phospholipids_20A,Liu_phospholipids_P13,Liu_phospholipids_20A3P13,3
Liu_phospholipids_21A,Liu_phospholipids_P13,Liu_phospholipids_21A3P13,3
Liu_phospholipids_22A,Liu_phospholipids_P13,Liu_phospholipids_22A3P13,3
Liu_phospholipids_23A,Liu_phospholipids_P13,Liu_phospholipids_23A3P13,3
Liu_phospholipids_23A,Liu_phospholipids_P13,Liu_phospholipids_23A4P13,4
Liu_phospholipids_24A,Liu_phospholipids_P13,Liu_phospholipids_24A3P13,3
Liu_phospholipids_24A,Liu_phospholipids_P13,Liu_phospholipids_24A4P13,4
Liu_phospholipids_25A,Liu_phospholipids_P13,Liu_phospholipids_25A2P13,2
Liu_phospholipids_25A,Liu_phospholipids_P13,Liu_phospholipids_25A3P13,3
Liu_phospholipids_25A,Liu_phospholipids_P13,Liu_phospholipids_25A4P13,4
Liu_phospholipids_26A,Liu_phospholipids_P13,Liu_phospholipids_26A2P13,2
Liu_phospholipids_26A,Liu_phospholipids_P13,Liu_phospholipids_26A3P13,3
Liu_phospholipids_26A,Liu_phospholipids_P13,Liu_phospholipids_26A4P13,4
Liu_phospholipids_27A,Liu_phospholipids_P13,Liu_phospholipids_27A2P13,2
Liu_phospholipids_27A,Liu_phospholipids_P13,Liu_phospholipids_27A4P13,4
Liu_phospholipids_28A,Liu_phospholipids_P13,Liu_phospholipids_28A2P13,2
Liu_phospholipids_28A,Liu_phospholipids_P13,Liu_phospholipids_28A4P13,4
Liu_phospholipids_28A,Liu_phospholipids_P13,Liu_phospholipids_28A5P13,5
Liu_phospholipids_4A,Liu_phospholipids_P14,Liu_phospholipids_4A1P14,1
Liu_phospholipids_6A,Liu_phospholipids_P14,Liu_phospholipids_6A1P14,1
Liu_phospholipids_7A,Liu_phospholipids_P14,Liu_phospholipids_7A1P14,1
Liu_phospholipids_20A,Liu_phospholipids_P14,Liu_phospholipids_20A2P14,2
Liu_phospholipids_20A,Liu_phospholipids_P14,Liu_phospholipids_20A3P14,3
Liu_phospholipids_21A,Liu_phospholipids_P14,Liu_phospholipids_21A3P14,3
Liu_phospholipids_22A,Liu_phospholipids_P14,Liu_phospholipids_22A3P14,3
Liu_phospholipids_23A,Liu_phospholipids_P14,Liu_phospholipids_23A4P14,4
Liu_phospholipids_24A,Liu_phospholipids_P14,Liu_phospholipids_24A3P14,3
Liu_phospholipids_24A,Liu_phospholipids_P14,Liu_phospholipids_24A4P14,4
Liu_phospholipids_25A,Liu_phospholipids_P14,Liu_phospholipids_25A2P14,2
Liu_phospholipids_25A,Liu_phospholipids_P14,Liu_phospholipids_25A4P14,4
Liu_phospholipids_26A,Liu_phospholipids_P14,Liu_phospholipids_26A2P14,2
Liu_phospholipids_26A,Liu_phospholipids_P14,Liu_phospholipids_26A3P14,3
Liu_phospholipids_26A,Liu_phospholipids_P14,Liu_phospholipids_26A4P14,4
Liu_phospholipids_27A,Liu_phospholipids_P14,Liu_phospholipids_27A2P14,2
Liu_phospholipids_27A,Liu_phospholipids_P14,Liu_phospholipids_27A4P14,4
Liu_phospholipids_28A,Liu_phospholipids_P14,Liu_phospholipids_28A2P14,2
Liu_phospholipids_28A,Liu_phospholipids_P14,Liu_phospholipids_28A4P14,4
Liu_phospholipids_28A,Liu_phospholipids_P14,Liu_phospholipids_28A5P14,5
Liu_phospholipids_6A,Liu_phospholipids_P15,Liu_phospholipids_6A1P15,1
Liu_phospholipids_7A,Liu_phospholipids_P15,Liu_phospholipids_7A1P15,1
Liu_phospholipids_19A,Liu_phospholipids_P15,Liu_phospholipids_19A2P15,2
Liu_phospholipids_20A,Liu_phospholipids_P15,Liu_phospholipids_20A3P15,3
Liu_phospholipids_21A,Liu_phospholipids_P15,Liu_phospholipids_21A2P15,2
Liu_phospholipids_21A,Liu_phospholipids_P15,Liu_phospholipids_21A3P15,3
Liu_phospholipids_22A,Liu_phospholipids_P15,Liu_phospholipids_22A2P15,2
Liu_phospholipids_22A,Liu_phospholipids_P15,Liu_phospholipids_22A3P15,3
Liu_phospholipids_23A,Liu_phospholipids_P15,Liu_phospholipids_23A2P15,2
Liu_phospholipids_23A,Liu_phospholipids_P15,Liu_phospholipids_23A4P15,4
Liu_phospholipids_24A,Liu_phospholipids_P15,Liu_phospholipids_24A2P15,2
Liu_phospholipids_24A,Liu_phospholipids_P15,Liu_phospholipids_24A3P15,3
Liu_phospholipids_24A,Liu_phospholipids_P15,Liu_phospholipids_24A4P15,4
Liu_phospholipids_25A,Liu_phospholipids_P15,Liu_phospholipids_25A2P15,2
Liu_phospholipids_25A,Liu_phospholipids_P15,Liu_phospholipids_25A4P15,4
Liu_phospholipids_26A,Liu_phospholipids_P15,Liu_phospholipids_26A3P15,3
Liu_phospholipids_26A,Liu_phospholipids_P15,Liu_phospholipids_26A4P15,4
Liu_phospholipids_27A,Liu_phospholipids_P15,Liu_phospholipids_27A3P15,3
Liu_phospholipids_27A,Liu_phospholipids_P15,Liu_phospholipids_27A4P15,4
Liu_phospholipids_28A,Liu_phospholipids_P15,Liu_phospholipids_28A2P15,2
Liu_phospholipids_28A,Liu_phospholipids_P15,Liu_phospholipids_28A4P15,4
Liu_phospholipids_28A,Liu_phospholipids_P15,Liu_phospholipids_28A5P15,5
Liu_phospholipids_4A,Liu_phospholipids_P16,Liu_phospholipids_4A1P16,1
Liu_phospholipids_5A,Liu_phospholipids_P16,Liu_phospholipids_5A1P16,1
Liu_phospholipids_6A,Liu_phospholipids_P16,Liu_phospholipids_6A1P16,1
Liu_phospholipids_19A,Liu_phospholipids_P16,Liu_phospholipids_19A2P16,2
Liu_phospholipids_20A,Liu_phospholipids_P16,Liu_phospholipids_20A2P16,2
Liu_phospholipids_20A,Liu_phospholipids_P16,Liu_phospholipids_20A3P16,3
Liu_phospholipids_21A,Liu_phospholipids_P16,Liu_phospholipids_21A2P16,2
Liu_phospholipids_21A,Liu_phospholipids_P16,Liu_phospholipids_21A3P16,3
Liu_phospholipids_22A,Liu_phospholipids_P16,Liu_phospholipids_22A2P16,2
Liu_phospholipids_22A,Liu_phospholipids_P16,Liu_phospholipids_22A3P16,3
Liu_phospholipids_23A,Liu_phospholipids_P16,Liu_phospholipids_23A2P16,2
Liu_phospholipids_23A,Liu_phospholipids_P16,Liu_phospholipids_23A3P16,3
Liu_phospholipids_23A,Liu_phospholipids_P16,Liu_phospholipids_23A4P16,4
Liu_phospholipids_24A,Liu_phospholipids_P16,Liu_phospholipids_24A2P16,2
Liu_phospholipids_24A,Liu_phospholipids_P16,Liu_phospholipids_24A3P16,3
Liu_phospholipids_24A,Liu_phospholipids_P16,Liu_phospholipids_24A4P16,4
Liu_phospholipids_25A,Liu_phospholipids_P16,Liu_phospholipids_25A2P16,2
Liu_phospholipids_25A,Liu_phospholipids_P16,Liu_phospholipids_25A4P16,4
Liu_phospholipids_26A,Liu_phospholipids_P16,Liu_phospholipids_26A2P16,2
Liu_phospholipids_26A,Liu_phospholipids_P16,Liu_phospholipids_26A3P16,3
Liu_phospholipids_26A,Liu_phospholipids_P16,Liu_phospholipids_26A4P16,4
Liu_phospholipids_27A,Liu_phospholipids_P16,Liu_phospholipids_27A2P16,2
Liu_phospholipids_27A,Liu_phospholipids_P16,Liu_phospholipids_27A3P16,3
Liu_phospholipids_27A,Liu_phospholipids_P16,Liu_phospholipids_27A4P16,4
Liu_phospholipids_28A,Liu_phospholipids_P16,Liu_phospholipids_28A2P16,2
Liu_phospholipids_28A,Liu_phospholipids_P16,Liu_phospholipids_28A3P16,3
Liu_phospholipids_28A,Liu_phospholipids_P16,Liu_phospholipids_28A4P16,4
Liu_phospholipids_28A,Liu_phospholipids_P16,Liu_phospholipids_28A5P16,5
